rank,model_id,family,symbol,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,filter_label,feature_backed,feature_train_coverage,feature_validation_coverage,feature_locked_oos_coverage,max_asof_feature_age_hours,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,train_dominant_sample_gate_pass,execution_efficiency_proxy_gate_pass,primary_10bps_promotion_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,replay_live_notional_parity,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons
1,a30fb_donchian_atr_2h_solusdt_lb12_atr0p5_hold4_3p0x_0p15_4ee824f8,donchian_atr_volatility_breakout,SOLUSDT,2h,long_short,12,0.5,0.0,4,2,btc_regime_mid_exit,False,,,,,3.0,0.15,0.44999999999999996,0.37159208103659314,0.3438555036641264,-0.05206271535044571,0.16333360484796022,0.0491420589522753,0.07400728790138722,1.407175582516888,5.544701884606965,-2.812442328582913,252,52,40,1654,408,210,1.080663467872131,0.02773657737246671,32.76826111433802,146.94679643766088,-28.923730750247614,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-28.924_not_above_10.000
2,a30fb_donchian_atr_2h_solusdt_lb12_atr0p5_hold8_3p0x_0p15_57756910,donchian_atr_volatility_breakout,SOLUSDT,2h,long_short,12,0.5,0.0,8,2,btc_regime_mid_exit,False,,,,,3.0,0.15,0.44999999999999996,0.3061937585844712,0.31686017074192296,-0.04808445482640955,0.18834052997694406,0.06663532810413253,0.08237401102027808,1.1726287525956867,5.202821551072315,-2.5155952684941982,242,49,36,1793,419,221,0.9663371633851091,-0.010666412157451788,28.11696589389084,143.70075770608753,-29.681762238524417,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.9663_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-29.682_not_above_10.000
3,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_adx20_low_vol_q75_3p0x_0p15_6f053d44,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.0,0.25,12,2,adx20_low_vol_q75,False,,,,,3.0,0.15,0.44999999999999996,0.3334865431937457,0.2850697772163153,-0.07646702582753273,0.1385850347048363,0.10202581267971345,0.09765851131561887,1.1931454841855558,4.261541590948517,-3.037177942727084,235,60,32,1511,380,219,1.1698418066278944,0.04841676597743039,31.535370514775014,105.58139896900569,-53.10210126911996,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-53.102_not_above_10.000
4,a30fb_donchian_atr_2h_solusdt_lb12_atr0p5_hold4_3p0x_0p1_da028a8b,donchian_atr_volatility_breakout,SOLUSDT,2h,long_short,12,0.5,0.0,4,2,btc_regime_mid_exit,False,,,,,3.0,0.1,0.30000000000000004,0.24276072824379025,0.21940816240057281,-0.034728271130099686,0.11139867076233145,0.032945787653336445,0.0497046350552911,1.4071755825168875,5.544701884606963,-2.8124423285829128,252,52,40,1654,408,210,1.1064343531604022,0.023352565843217432,32.11120743965479,140.64625794908514,-28.940225941749734,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-28.940_not_above_10.000
5,a30fb_donchian_atr_2h_solusdt_lb12_atr0p5_hold4_2p0x_0p15_d9c47291,donchian_atr_volatility_breakout,SOLUSDT,2h,long_short,12,0.5,0.0,4,2,btc_regime_mid_exit,False,,,,,2.0,0.15,0.3,0.24276072824379002,0.2194081624005726,-0.034728271130099686,0.11139867076233156,0.032945787653336445,0.0497046350552911,1.4071755825168877,5.544701884606964,-2.8124423285829137,252,52,40,1654,408,210,1.1064343531604022,0.023352565843217432,32.11120743965477,140.646257949085,-28.94022594174974,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-28.940_not_above_10.000
6,a30fb_donchian_atr_1h_solusdt_lb24_atr0p5_hold4_3p0x_0p15_ec23855f,donchian_atr_volatility_breakout,SOLUSDT,1h,long_short,24,0.5,0.0,4,2,btc_regime_mid_exit,False,,,,,3.0,0.15,0.44999999999999996,0.2425764533388226,0.2288348858724043,-0.05353375248085812,0.20070136662682625,0.052319338583201924,0.06689458505874424,0.9670519031283504,3.8565695297035067,-2.828614091279623,300,66,48,3394,813,457,1.0600501423287376,0.013741567466418303,17.96862617324612,77.04878312202166,-24.784144667063945,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-24.784_not_above_10.000
7,a30fb_donchian_atr_1h_solusdt_lb24_atr0p5_hold8_3p0x_0p15_fb1a9c9c,donchian_atr_volatility_breakout,SOLUSDT,1h,long_short,24,0.5,0.0,8,2,btc_regime_mid_exit,False,,,,,3.0,0.15,0.44999999999999996,0.24388344516412896,0.2974783507991672,-0.059834618480185675,0.18949465723949666,0.04305818877534828,0.07310650460495394,0.968638197845344,4.731574727652319,-3.2187513640532983,300,64,46,3446,878,462,0.8198359460745395,-0.053594905635038215,18.06544038252807,103.29109402748861,-28.905612792360234,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.8198_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-28.906_not_above_10.000
8,a30fb_donchian_atr_2h_solusdt_lb12_atr0p5_hold12_3p0x_0p15_e7f253e9,donchian_atr_volatility_breakout,SOLUSDT,2h,long_short,12,0.5,0.0,12,2,btc_regime_mid_exit,False,,,,,3.0,0.15,0.44999999999999996,0.4803266591710089,0.2192393055187447,-0.03587503252508073,0.12639937014599922,0.08586363974162181,0.0776336844794201,1.604210728696685,3.7724395700869855,-1.7899262952819577,226,49,36,1998,443,261,2.190878401272538,0.2610873536522642,47.22975999714936,99.42825647108606,-22.14508180560539,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-22.145_not_above_10.000
9,a30fb_donchian_atr_2h_solusdt_lb12_atr0p5_hold8_3p0x_0p1_7418ea24,donchian_atr_volatility_breakout,SOLUSDT,2h,long_short,12,0.5,0.0,8,2,btc_regime_mid_exit,False,,,,,3.0,0.1,0.30000000000000004,0.20358108871158342,0.20300159482505498,-0.03201399511463454,0.1291482342602288,0.04486703194093,0.055530808323182135,1.1726287525956864,5.202821551072315,-2.515595268494198,242,49,36,1793,419,221,1.0028546272605783,0.0005794938865284482,28.041472274322782,138.09632301024146,-29.642588069106054,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-29.643_not_above_10.000
10,a30fb_donchian_atr_2h_solusdt_lb12_atr0p5_hold8_2p0x_0p15_272b8c55,donchian_atr_volatility_breakout,SOLUSDT,2h,long_short,12,0.5,0.0,8,2,btc_regime_mid_exit,False,,,,,2.0,0.15,0.3,0.20358108871158254,0.20300159482505475,-0.03201399511463454,0.12914823426022903,0.04486703194093,0.055530808323182135,1.1726287525956864,5.202821551072314,-2.5155952684941982,242,49,36,1793,419,221,1.002854627260575,0.0005794938865277821,28.041472274322665,138.09632301024135,-29.64258806910606,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-29.643_not_above_10.000
11,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_adx20_low_vol_q75_2p0x_0p15_dbbfdf4d,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.0,0.25,12,2,adx20_low_vol_q75,False,,,,,2.0,0.15,0.3,0.2214237223564628,0.18396672139881298,-0.05111993407180071,0.09314799571462529,0.06890694316895929,0.06570467291603144,1.1931454841855558,4.261541590948517,-3.037177942727085,235,60,32,1511,380,219,1.2036074822274432,0.03745700095764981,31.40762019240607,102.20373411045165,-53.249931324792406,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-53.250_not_above_10.000
12,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_adx20_low_vol_q75_3p0x_0p1_d44b8900,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.0,0.25,12,2,adx20_low_vol_q75,False,,,,,3.0,0.1,0.30000000000000004,0.22142372235646235,0.18396672139881298,-0.05111993407180071,0.09314799571462529,0.06890694316895929,0.06570467291603144,1.1931454841855558,4.261541590948517,-3.037177942727085,235,60,32,1511,380,219,1.2036074822274407,0.03745700095764937,31.407620192406,102.20373411045163,-53.2499313247924,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-53.250_not_above_10.000
13,a30fb_donchian_atr_1h_solusdt_lb24_atr0p5_hold8_3p0x_0p1_c1ed07ee,donchian_atr_volatility_breakout,SOLUSDT,1h,long_short,24,0.5,0.0,8,2,btc_regime_mid_exit,False,,,,,3.0,0.1,0.30000000000000004,0.1653072812363494,0.19130641924199598,-0.04000451752028866,0.1297354785819541,0.02873929970920197,0.04907192555419848,0.9686381978453441,4.731574727652319,-3.2187513640532983,300,64,46,3446,878,462,0.8640968865098114,-0.02599913800564657,18.367475692927712,99.6387600218729,-28.988780811803373,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.8641_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-28.989_not_above_10.000
14,a30fb_donchian_atr_1h_solusdt_lb24_atr0p5_hold8_2p0x_0p15_3f7fee50,donchian_atr_volatility_breakout,SOLUSDT,1h,long_short,24,0.5,0.0,8,2,btc_regime_mid_exit,False,,,,,2.0,0.15,0.3,0.16530728123634852,0.19130641924199598,-0.040004517520288885,0.12973547858195478,0.02873929970920197,0.0490719255541987,0.9686381978453438,4.731574727652318,-3.218751364053298,300,64,46,3446,878,462,0.8640968865098068,-0.02599913800564746,18.367475692927616,99.63876002187291,-28.988780811803544,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.8641_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-28.989_not_above_10.000
15,a30fb_voladj_trend_4h_ethusdt_lb6_z1p5_hold12_cool0_adx20_low_vol_q75_3p0x_0p15_9f5581c8,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.5,0.25,12,0,adx20_low_vol_q75,False,,,,,3.0,0.15,0.44999999999999996,0.5380969131655582,0.18790247031868512,-0.08298903666367963,0.17598155763349943,0.15332659531846737,0.11405655909161405,1.7836572473516294,2.958687073078699,-3.6581629754121634,199,58,27,1302,368,185,2.8637032405850684,0.35019444284687307,60.08899086159221,71.9932836470058,-68.30373387957171,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_mdd_0.1533_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-68.304_not_above_10.000
16,a30fb_ma_slope_adx_6h_bnbusdt_fast12_slow48_adx15p0_3p0x_0p15_b2b87090,ma_slope_adx_trend_filter,BNBUSDT,6h,long_short,48,15.0,0.0,8,2,btc_regime_ema_cross,False,,,,,3.0,0.15,0.44999999999999996,0.15245758849542712,0.16164084943128576,0.008599209759897253,0.08619467909531864,0.0674870591546185,0.03883775015221813,0.7317102597500418,2.808538550555418,0.5477485545848023,75,13,11,1344,345,175,0.9431872514394173,-0.00918326093585864,45.17261881345989,276.3091443269842,17.37214092908536,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_75_below_80;validation_trade_event_count_13_below_30;locked_oos_trade_event_count_11_below_20;train_return_below_validation_return;train_validation_return_ratio_0.9432_below_1.00
17,a30fb_voladj_trend_1h_ethusdt_lb6_z2p0_hold8_cool0_none_3p0x_0p15_401ba955,volatility_adjusted_trend_persistence,ETHUSDT,1h,long_short,6,2.0,0.25,8,0,none,False,,,,,3.0,0.15,0.44999999999999996,0.2538271732384323,0.17942483364485673,-0.047648144164183615,0.21161044325307143,0.06284518513755799,0.06272584399968495,1.1320849991072488,3.1412229840308727,-2.7874697458296174,749,185,95,3730,919,465,1.4146713589315252,0.07440233959357556,7.53084626133904,21.552532569952763,-11.145764716768099,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.531_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-11.146_not_above_10.000
18,a30fb_donchian_atr_1h_solusdt_lb24_atr0p5_hold4_3p0x_0p1_22fb2800,donchian_atr_volatility_breakout,SOLUSDT,1h,long_short,24,0.5,0.0,4,2,btc_regime_mid_exit,False,,,,,3.0,0.1,0.30000000000000004,0.1644302719599764,0.1488283901282319,-0.03571342260685262,0.13779891832164937,0.03502806237479816,0.044821361152835415,0.9670519031283509,3.8565695297035067,-2.828614091279623,300,66,48,3394,813,457,1.1048313552159086,0.01560188183174449,18.270030217775155,75.1658536001171,-24.800987921425424,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-24.801_not_above_10.000
19,a30fb_donchian_atr_1h_solusdt_lb24_atr0p5_hold4_2p0x_0p15_e2ef9371,donchian_atr_volatility_breakout,SOLUSDT,1h,long_short,24,0.5,0.0,4,2,btc_regime_mid_exit,False,,,,,2.0,0.15,0.3,0.16443027195997573,0.1488283901282319,-0.03571342260685284,0.13779891832164992,0.03502806237479816,0.04482136115283564,0.9670519031283507,3.856569529703506,-2.828614091279622,300,66,48,3394,813,457,1.1048313552159041,0.015601881831743825,18.27003021777508,75.16585360011712,-24.800987921425584,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-24.801_not_above_10.000
20,a30fb_voladj_trend_4h_solusdt_lb6_z2p0_hold8_cool0_adx20_low_vol_q75_3p0x_0p15_26080cd3,volatility_adjusted_trend_persistence,SOLUSDT,4h,long_short,6,2.0,0.25,8,0,adx20_low_vol_q75,False,,,,,3.0,0.15,0.44999999999999996,0.15699377257630265,0.1611964336297993,-0.02954808310693846,0.17060582095225374,0.061985133823676986,0.05065029312948066,0.6955794206165935,2.983928674521487,-1.2906288277848128,218,52,21,939,254,105,0.9739283248465137,-0.004202661053496648,16.003442668328507,68.88736479905954,-31.267812811575094,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.9739_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-31.268_not_above_10.000
21,a30fb_donchian_atr_2h_solusdt_lb12_atr0p5_hold12_3p0x_0p1_9b890e18,donchian_atr_volatility_breakout,SOLUSDT,2h,long_short,12,0.5,0.0,12,2,btc_regime_mid_exit,False,,,,,3.0,0.1,0.30000000000000004,0.30914477536012264,0.14279109226607845,-0.02373682157331647,0.08546584614094432,0.057884905935551956,0.052274171395713886,1.604210728696685,3.772439570086985,-1.7899262952819586,226,49,36,1998,443,261,2.165014430900626,0.1663536830940442,45.59657453689124,97.13679745991729,-21.97853849381154,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.979_not_above_10.000
22,a30fb_donchian_atr_2h_solusdt_lb12_atr0p5_hold12_2p0x_0p15_bc6550db,donchian_atr_volatility_breakout,SOLUSDT,2h,long_short,12,0.5,0.0,12,2,btc_regime_mid_exit,False,,,,,2.0,0.15,0.3,0.30914477536012197,0.14279109226607822,-0.02373682157331647,0.08546584614094443,0.057884905935551956,0.052274171395713886,1.604210728696685,3.7724395700869846,-1.7899262952819586,226,49,36,1998,443,261,2.1650144309006247,0.16635368309404375,45.59657453689115,97.13679745991716,-21.978538493811545,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.979_not_above_10.000
23,a30fb_voladj_trend_1h_ethusdt_lb6_z1p5_hold8_cool2_low_vol_q70_3p0x_0p15_722119b7,volatility_adjusted_trend_persistence,ETHUSDT,1h,long_short,6,1.5,0.25,8,2,low_vol_q70,False,,,,,3.0,0.15,0.44999999999999996,0.16766140724186784,0.1623414137802075,-0.018510034818397414,0.22232542596420424,0.05234981217978829,0.049111968717931886,0.795236096435742,2.898343368531595,-0.9423044680918393,979,239,123,4313,1053,526,1.0327704024363311,0.005319993461660344,3.8057293665161245,15.094506162734312,-3.3441797323211233,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_3.806_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-3.344_not_above_10.000
24,a30fb_voladj_trend_1h_ethusdt_lb6_z1p5_hold8_cool2_none_3p0x_0p15_c3e3b688,volatility_adjusted_trend_persistence,ETHUSDT,1h,long_short,6,1.5,0.25,8,2,none,False,,,,,3.0,0.15,0.44999999999999996,0.3743533288415548,0.16219046707772722,-0.02131880482666071,0.2097032126202082,0.06530539101331534,0.05863987413265148,1.4161359121657964,2.674165668552853,-1.0906416790602786,963,229,117,4785,1158,578,2.3081093210130033,0.2121628617638276,8.638590719777428,15.739006994442237,-4.0491557125661375,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.639_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-4.049_not_above_10.000
25,a30fb_voladj_trend_4h_ethusdt_lb6_z1p5_hold12_cool2_adx20_low_vol_q75_3p0x_0p15_445f5c19,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.5,0.25,12,2,adx20_low_vol_q75,False,,,,,3.0,0.15,0.44999999999999996,0.469843097981296,0.15604478193643145,-0.0824583853571279,0.19056752430424606,0.15791401125146287,0.11354388578317498,1.625784270002687,2.535437970095828,-3.6326588697635724,195,58,27,1272,365,185,3.010950396102945,0.3137983160448645,53.54337298932149,59.7872727725791,-67.86698383302709,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_mdd_0.1579_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-67.867_not_above_10.000
26,a30fb_voladj_trend_4h_ethusdt_lb6_z2p0_hold8_cool0_adx20_low_vol_q75_3p0x_0p15_8dac0b97,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,2.0,0.25,8,0,adx20_low_vol_q75,False,,,,,3.0,0.15,0.44999999999999996,0.22692477414335088,0.14395556633617956,-0.06847576641234088,0.09420980710646665,0.11722247974601341,0.08518969200575988,1.1072757296561664,2.56476148079709,-3.347945531434147,180,52,28,810,232,124,1.5763528977643926,0.08296920780717132,28.01540421522851,61.51947279323914,-54.3458463590007,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-54.346_not_above_10.000
27,a30fb_voladj_trend_1h_ethusdt_lb6_z2p0_hold8_cool0_adx15_3p0x_0p15_a7a51cc3,volatility_adjusted_trend_persistence,ETHUSDT,1h,long_short,6,2.0,0.25,8,0,adx15,False,,,,,3.0,0.15,0.44999999999999996,0.1597623777877326,0.15178842498906597,-0.047648144164183615,0.20227264521676847,0.06284518513755755,0.06272584399968495,0.7923106642417529,2.687949208842353,-2.7874697458296174,749,185,95,3713,919,465,1.052533339081956,0.00797395279866664,4.740020109412034,18.23284384253045,-11.145764716768099,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_4.740_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-11.146_not_above_10.000
28,a30fb_voladj_trend_4h_ethusdt_lb6_z2p0_hold8_cool2_adx20_low_vol_q75_3p0x_0p15_445f45c1,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,2.0,0.25,8,2,adx20_low_vol_q75,False,,,,,3.0,0.15,0.44999999999999996,0.23304142657700178,0.14535152390681838,-0.06847576641234088,0.09795463491610401,0.1329661608125674,0.08518969200575988,1.1629518696431718,2.586712623152052,-3.347945531434147,174,50,28,786,227,124,1.603295378770156,0.0876899026701834,29.762634301021937,64.60067729191928,-54.3458463590007,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_mdd_0.1330_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-54.346_not_above_10.000
29,a30fb_ma_slope_adx_6h_bnbusdt_fast12_slow48_adx15p0_2p0x_0p15_44fd2aa6,ma_slope_adx_trend_filter,BNBUSDT,6h,long_short,48,15.0,0.0,8,2,btc_regime_ema_cross,False,,,,,2.0,0.15,0.3,0.10567928316641995,0.1065822736696056,0.006004565716199117,0.0579733936142931,0.04520897782817024,0.02592382663621884,0.7317102597500416,2.8085385505554186,0.5477485545848031,75,13,11,1344,345,175,0.9915277609296943,-0.0009029905031856522,46.96857029618664,273.2878812041169,18.195653685451873,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_75_below_80;validation_trade_event_count_13_below_30;locked_oos_trade_event_count_11_below_20;train_return_below_validation_return;train_validation_return_ratio_0.9915_below_1.00
