timestamp,symbol,open,high,low,close,volume,vwap,funding_rate
2026-01-01 00:00:00,BTC/USDT,99.9,100.2,99.8,100.0,1000,99.95,0.0
2026-01-01 00:00:00,ETH/USDT,99.9,100.2,99.8,100.0,1000,99.95,0.0
2026-01-01 00:00:00,SOL/USDT,100.69919999999999,101.0016,100.5984,100.8,1000,100.7496,0.0
2026-01-01 00:00:00,BNB/USDT,99.9,100.2,99.8,100.0,1000,99.95,0.0
2026-01-01 00:00:00,TRX/USDT,100.39949999999999,100.70099999999998,100.29899999999999,100.49999999999999,1000,100.44975,0.0
2026-01-01 00:00:00,EURUSD,1.0989,1.1022,1.0978,1.1,1000,1.09945,0.0
2026-01-01 00:00:00,GBPUSD,1.24875,1.2525,1.2475,1.25,1000,1.2493750000000001,0.0
2026-01-01 00:00:00,AUDUSD,0.64935,0.6513,0.6487,0.65,1000,0.649675,0.0
2026-01-01 00:00:00,USDJPY,144.855,145.29,144.71,145.0,1000,144.9275,0.0
2026-01-01 00:00:00,USDCHF,0.8991,0.9018,0.8982,0.9,1000,0.8995500000000001,0.0
2026-01-01 01:00:00,BTC/USDT,99.9999,100.30019999999999,99.8998,100.1,1010,100.04995,3.2719469679615224e-05
2026-01-01 01:00:00,ETH/USDT,100.46533023656073,100.76702792495881,100.36476434042804,100.56589613269342,1010,100.51561318462709,3.2719469679615224e-05
2026-01-01 01:00:00,SOL/USDT,100.48346920901074,100.78522136879755,100.38288515574845,100.584053262273,1010,100.53376123564188,3.2719469679615224e-05
2026-01-01 01:00:00,BNB/USDT,100.09824393317716,100.39883926030382,99.99804549080162,100.19844237555272,1010,100.14834315436495,3.2719469679615224e-05
2026-01-01 01:00:00,TRX/USDT,100.31449172359308,100.61573644348374,100.21407681696286,100.4149066302233,1010,100.36469917690819,3.2719469679615224e-05
2026-01-01 01:00:00,EURUSD,1.0983505500000001,1.1016489,1.0972511,1.09945,1010,1.098900275,3.2719469679615224e-05
2026-01-01 01:00:00,GBPUSD,1.2482505000000002,1.251999,1.247001,1.2495,1010,1.2488752500000002,3.2719469679615224e-05
2026-01-01 01:00:00,AUDUSD,0.6491551950000001,0.6511046100000001,0.6485053900000001,0.6498050000000001,1010,0.6494800975000001,3.2719469679615224e-05
2026-01-01 01:00:00,USDJPY,144.8665884,145.30162320000002,144.7215768,145.01160000000002,1010,144.93909420000003,3.2719469679615224e-05
2026-01-01 01:00:00,USDCHF,0.89927982,0.90198036,0.8983796399999999,0.90018,1010,0.89972991,3.2719469679615224e-05
2026-01-01 02:00:00,BTC/USDT,100.0998,100.4004,99.9996,100.2,1020,100.1499,6.183698030697371e-05
2026-01-01 02:00:00,ETH/USDT,101.02606750209937,101.32944908618975,100.92494030740258,101.12719469679617,1020,101.07663109944778,6.183698030697371e-05
2026-01-01 02:00:00,SOL/USDT,100.23651194640709,100.5375224927927,100.1361750976119,100.3368487952023,1020,100.2866803708047,6.183698030697371e-05
2026-01-01 02:00:00,BNB/USDT,100.28726766783936,100.58843063380884,100.1868800125162,100.38765532316252,1020,100.33746149550095,6.183698030697371e-05
2026-01-01 02:00:00,TRX/USDT,100.21941056026542,100.52036975113708,100.11909082997485,100.31973029055597,1020,100.26957042541069,6.183698030697371e-05
2026-01-01 02:00:00,EURUSD,1.0978011,1.1010978,1.0967022,1.0989,1020,1.0983505500000001,6.183698030697371e-05
2026-01-01 02:00:00,GBPUSD,1.2477509999999998,1.251498,1.2465019999999998,1.2489999999999999,1020,1.2483754999999999,6.183698030697371e-05
2026-01-01 02:00:00,AUDUSD,0.64896039,0.6509092200000001,0.64831078,0.64961,1020,0.649285195,6.183698030697371e-05
